Length,Year,Beam,Draft,Is_Mono,Is_Diesel,Engine_Count,Cabins,Is_Inboard,Year_Listed,Is_Fiberglass,Is_cruiser,Is_daysailer,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat
32.0,1975,11.0,3.6,1,1,1,3.0,1,2013,1,0,0,0,0,0,1,0,0,0
46.08,2000,14.0,6.5,1,1,1,2.0,1,2019,1,1,0,1,0,0,1,0,0,0
30.0,1985,8.9,4.9,1,1,1,0.0,1,2011,1,1,0,1,0,0,1,0,0,0
26.0,1983,8.0,3.0,1,1,1,1.0,1,2012,1,0,1,0,0,0,0,0,1,0
27.0,1973,8.8,4.0,1,0,1,2.0,0,2019,1,1,0,1,0,0,1,0,0,0
16.5,2001,7.2,1.9,1,0,0,1.0,0,2013,1,1,0,0,0,0,1,0,0,0
37.0,1986,12.0,5.6,1,1,1,2.0,1,2020,1,1,0,0,1,0,1,0,0,0
27.0,1977,10.0,3.6,1,0,1,1.0,0,2013,1,1,0,1,0,0,0,0,1,0
27.0,1981,10.0,3.8,1,1,1,1.0,1,2020,1,1,0,0,0,0,0,0,1,0
29.11,1986,10.3,4.0,1,1,1,3.0,1,2022,1,1,0,1,0,0,1,0,0,0
31.0,1977,11.5,3.4,1,1,1,1.0,1,2020,1,1,0,1,0,0,0,0,1,0
24.0,1980,7.17,4.08,1,0,1,1.0,0,2021,1,0,0,0,0,0,1,0,0,0
30.0,1981,11.1,4.11,1,1,1,2.0,1,2019,1,1,0,0,0,0,1,0,0,0
27.0,1983,9.0,5.0,1,1,1,2.0,1,2020,1,0,0,1,0,0,1,0,0,0
37.0,1974,11.9,4.5,1,1,1,2.0,1,2014,1,1,0,1,0,0,0,1,0,0
30.0,1964,8.9,3.7,1,1,1,1.0,1,2015,1,1,0,0,0,1,0,0,1,0
22.0,1988,8.0,4.0,1,0,1,1.0,0,2020,1,0,0,1,0,0,1,0,0,0
40.0,2001,13.0,6.4,1,1,1,2.0,1,2017,1,1,0,1,0,0,0,0,1,0
28.0,1977,6.5,4.6,1,1,1,1.0,1,2021,1,0,0,1,0,0,0,0,1,0
32.0,1976,10.0,5.0,1,0,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
39.0,1986,12.5,4.75,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
41.0,2005,13.0,5.0,1,0,1,2.0,1,2014,1,1,0,1,0,0,1,0,0,0
22.0,1976,7.75,4.0,1,0,1,1.0,0,2016,1,0,0,0,0,0,0,1,0,0
27.0,1986,9.0,2.0,1,0,1,1.0,0,2013,1,1,0,0,0,0,0,0,1,0
45.9,1979,13.1,6.6,1,1,1,2.0,1,2018,1,1,0,0,0,1,0,0,1,0
22.0,1978,6.0,3.5,1,0,1,1.0,0,2015,1,0,1,0,1,0,0,0,1,0
31.0,1981,11.33,4.0,1,1,1,2.0,1,2021,1,1,0,1,0,0,0,0,1,0
38.0,1979,12.0,5.0,1,1,1,1.0,1,2013,1,1,0,1,0,0,1,0,0,0
28.5,1985,10.5,5.18,1,1,1,1.0,1,2016,1,0,1,0,0,0,1,0,0,0
33.0,2005,11.0,6.0,1,1,1,2.0,1,2020,1,1,0,1,0,0,1,0,0,0
31.9,1968,8.6,4.5,1,0,1,1.0,1,2016,1,1,0,1,0,0,1,0,0,0
29.0,1978,10.0,5.0,1,1,1,1.0,1,2021,1,1,0,1,0,0,0,1,0,0
32.0,2001,10.8,5.0,1,1,1,2.0,1,2022,1,1,0,0,0,0,1,0,0,0
26.0,1977,8.7,4.0,1,0,1,1.0,0,2016,1,1,0,1,0,0,0,0,1,0
39.6,2001,13.0,5.0,1,1,1,2.0,1,2021,1,1,0,0,1,0,1,0,0,0
26.0,1991,8.0,4.0,1,1,1,2.0,1,2022,1,1,0,0,1,0,0,0,0,0
44.0,1999,13.0,6.0,1,1,1,3.0,1,2011,1,1,0,0,1,0,0,0,1,0
41.0,1979,12.0,5.0,1,1,1,1.0,1,2012,1,0,0,0,0,1,1,0,0,0
26.0,1974,8.8,4.0,1,0,1,2.0,0,2016,1,0,0,1,0,0,0,0,1,0
40.0,1980,12.9,6.4,1,1,1,1.0,1,2019,1,0,0,1,0,0,0,0,1,0
30.0,1988,10.0,4.0,1,1,1,2.0,1,2019,1,1,0,1,0,0,0,0,1,0
29.2,1992,9.5,5.5,1,0,0,1.0,0,2010,1,0,0,0,0,0,0,0,1,0
18.5,1974,6.0,2.5,1,0,1,1.0,0,2021,1,0,1,1,0,0,0,0,1,0
42.0,1973,12.0,6.0,1,1,1,2.0,1,2012,1,1,0,1,0,0,0,0,1,0
37.5,1993,12.0,5.0,1,1,1,0.0,1,2019,1,1,0,0,0,0,0,0,1,0
31.0,1983,10.9,5.6,1,1,1,1.0,1,2015,1,0,0,1,0,0,1,0,0,0
41.0,1975,12.8,6.2,1,1,1,1.0,1,2022,0,1,0,1,0,0,1,0,0,0
26.0,1976,9.0,4.0,1,0,0,1.0,0,2020,1,1,0,0,0,0,0,0,1,0
50.0,1976,14.8,7.0,1,1,1,5.0,1,2022,1,1,0,0,0,1,0,0,0,1
25.0,1981,8.0,4.0,1,0,1,2.0,0,2020,1,1,0,1,0,0,0,0,1,0
38.0,1978,12.6,6.0,1,1,1,2.0,1,2022,1,1,0,0,0,0,0,0,0,0
30.0,1967,11.0,4.5,1,0,1,2.0,1,2016,1,1,0,0,0,0,0,0,1,0
39.0,1980,11.9,6.0,1,1,1,2.0,1,2021,1,1,0,0,0,1,1,0,0,0
24.0,1980,8.1,4.0,1,0,1,1.0,0,2013,1,0,0,1,0,0,1,0,0,0
33.0,1978,11.83,4.0,1,1,1,2.0,1,2019,1,1,0,1,0,0,0,1,0,0
44.0,1986,10.5,5.0,1,0,1,2.0,1,2022,1,1,0,0,0,1,1,0,0,0
25.0,1985,9.0,4.5,1,0,1,0.0,0,2022,1,1,0,0,0,0,1,0,0,0
36.0,1997,18.0,3.0,0,1,2,3.0,1,2016,1,1,0,0,0,0,1,0,0,0
31.5,1979,10.0,5.5,1,1,1,2.0,1,2018,1,0,0,1,0,0,0,0,1,0
34.0,1967,9.0,4.0,1,0,1,1.0,1,2013,1,1,0,1,0,0,0,0,0,1
36.0,1972,12.4,5.4,1,1,1,1.0,1,2013,1,0,0,1,0,0,0,0,1,0
30.0,1978,10.0,4.5,1,1,1,1.0,1,2020,1,1,0,1,0,0,0,0,1,0
33.9,2001,11.2,5.2,1,1,1,1.0,1,2015,1,1,0,1,0,0,1,0,0,0
21.0,1994,8.2,3.6,1,0,1,1.0,0,2013,1,1,0,0,0,0,1,0,0,0
22.0,1989,8.0,4.5,1,0,0,1.0,0,2012,1,0,0,0,0,0,0,0,1,0
18.0,1996,7.5,3.5,1,0,1,1.0,0,2021,1,0,1,0,0,0,0,0,1,0
40.0,1986,13.5,6.6,1,1,1,2.0,1,2014,1,1,0,0,0,0,0,1,0,0
38.0,2000,12.0,5.4,1,1,1,2.0,1,2019,1,1,0,1,0,0,1,0,0,0
24.0,1986,6.0,2.0,1,0,0,0.0,0,2015,1,0,1,1,0,0,0,0,0,1
32.2,1982,10.3,4.5,1,1,1,2.0,1,2021,1,1,0,1,0,0,1,0,0,0
22.0,1974,8.0,4.0,1,0,1,1.0,0,2012,1,0,1,0,0,0,0,0,1,0
33.1,1985,11.1,5.6,1,0,1,2.0,1,2020,1,0,0,0,0,0,0,0,1,0
30.0,1989,10.1,3.1,1,1,1,1.0,1,2011,1,1,0,1,0,0,1,0,0,0
36.0,1986,12.0,4.9,1,1,1,2.0,1,2021,1,1,0,0,1,0,0,0,1,0
30.0,1975,9.6,5.0,1,0,1,1.0,1,2011,1,1,0,1,0,0,1,0,0,0
30.0,1986,10.5,5.25,1,1,1,1.0,1,2022,1,0,0,1,0,0,0,0,1,0
29.92,1980,10.17,4.33,1,1,1,1.0,1,2022,1,1,0,1,0,0,0,0,1,0
39.0,1977,12.0,6.7,1,1,1,2.0,1,2018,1,0,0,1,0,0,1,0,0,0
42.0,1981,13.0,6.0,1,1,1,3.0,1,2017,1,1,0,0,1,0,0,0,1,0
32.2,1988,10.8,4.2,1,1,1,1.0,1,2012,1,1,0,0,0,0,1,0,0,0
26.0,1976,8.6,3.8,1,0,1,1.0,0,2022,1,1,0,1,0,0,0,0,1,0
30.6,1968,9.2,4.2,1,1,1,1.0,1,2014,1,1,0,1,0,0,0,0,1,0
35.2,1978,11.3,5.6,1,1,1,2.0,1,2010,1,1,0,1,0,0,0,0,0,0
33.0,1977,10.0,5.0,1,1,1,1.0,1,2012,1,1,0,1,0,0,1,0,0,0
22.0,1977,7.2,2.0,1,0,1,1.0,0,2018,1,0,1,0,0,0,0,0,1,0
31.7,1994,10.6,4.3,1,1,1,2.0,1,2016,1,1,0,0,0,0,0,0,1,0
21.75,1987,8.0,2.92,1,0,1,1.0,0,2012,1,0,1,1,0,0,0,0,1,0
25.0,1983,8.0,4.0,1,0,0,2.0,0,2019,1,1,0,1,0,0,0,0,0,0
27.0,1989,9.0,3.0,1,0,1,1.0,0,2017,1,1,0,1,0,0,0,0,1,0
30.0,1978,11.0,5.3,1,1,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
26.0,1993,10.0,3.6,1,0,1,1.0,0,2017,1,0,1,1,0,0,1,0,0,0
39.0,1983,12.83,5.0,1,1,1,2.0,1,2021,1,1,0,0,0,0,1,0,0,0
32.0,2001,10.1,5.1,1,1,1,2.0,1,2019,1,1,0,0,0,0,1,0,0,0
32.0,1978,11.0,4.0,1,1,1,2.0,1,2013,1,1,0,0,0,0,0,0,1,0
22.0,1978,8.2,1.8,1,1,1,1.0,1,2022,1,1,0,0,0,0,1,0,0,0
34.0,1984,11.3,4.3,1,1,1,1.0,1,2010,1,1,0,0,0,0,0,0,1,0
41.0,1978,13.0,4.2,1,1,1,2.0,1,2017,1,1,0,0,0,1,0,1,0,0
39.33,1988,12.47,6.89,1,1,1,3.0,1,2021,1,0,0,1,0,0,0,0,1,0
36.0,1985,12.0,6.0,1,1,1,2.0,1,2021,1,1,0,1,0,0,1,0,0,0
27.0,1974,8.0,3.1,1,1,1,2.0,1,2013,1,1,0,0,0,0,0,0,1,0
51.0,1989,15.0,5.8,1,1,1,3.0,1,2022,1,1,0,1,0,0,0,0,0,0
41.0,1976,13.0,4.0,1,1,1,2.0,1,2017,1,1,0,0,0,1,0,0,0,1
30.0,1972,9.5,5.9,1,0,1,1.0,1,2014,1,1,0,1,0,0,0,0,1,0
27.0,1988,8.5,3.5,1,1,1,1.0,1,2021,1,1,0,1,0,0,0,0,1,0
26.0,1976,8.0,4.0,1,0,1,1.0,0,2020,1,1,0,0,0,0,1,0,0,0
27.0,1977,9.0,5.0,1,0,1,1.0,0,2015,1,1,0,1,0,0,0,0,1,0
26.0,1993,7.82,6.33,1,0,1,1.0,0,2021,1,0,1,0,0,0,1,0,0,0
30.0,1973,10.0,5.0,1,0,1,1.0,1,2013,1,0,0,1,0,0,0,0,0,1
27.0,1968,6.0,4.5,1,0,0,0.0,0,2020,1,0,0,0,0,0,0,0,0,1
38.0,1988,12.0,4.11,1,1,1,1.0,1,2022,1,1,0,1,0,0,1,0,0,0
26.0,1978,9.5,4.5,1,1,1,1.0,1,2020,1,1,0,1,0,0,0,0,1,0
26.0,1978,9.12,4.12,1,1,1,1.0,1,2020,1,1,0,0,1,0,1,0,0,0
33.0,1984,8.0,5.5,1,0,1,1.0,0,2021,1,0,0,0,0,0,0,0,1,0
30.0,1979,10.0,5.5,1,1,1,1.0,1,2022,1,1,0,0,1,0,1,0,0,0
30.0,1999,18.0,2.0,1,0,2,3.0,0,2018,1,1,0,0,0,0,1,0,0,0
27.0,1983,9.5,5.0,1,1,1,1.0,1,2012,1,1,0,1,0,0,0,0,1,0
46.0,1984,13.6,6.0,1,1,1,2.0,1,2017,1,1,0,0,0,1,1,0,0,0
33.0,1987,11.0,4.6,1,1,1,2.0,1,2022,1,1,0,0,0,0,0,0,1,0
27.0,1976,8.1,4.0,1,0,1,2.0,1,2016,1,1,0,0,0,0,0,0,1,0
27.0,1979,10.0,4.37,1,1,1,2.0,1,2021,1,1,0,1,0,0,0,0,1,0
30.0,1980,12.0,3.5,1,1,1,1.0,1,2022,1,1,0,1,0,0,0,0,1,0
30.0,1980,11.0,5.5,1,1,1,2.0,1,2013,1,1,0,1,0,0,0,1,0,0
19.0,1976,6.0,2.0,1,0,1,1.0,0,2015,1,0,1,0,0,0,0,1,0,0
30.0,1981,11.0,5.5,1,1,1,1.0,1,2016,1,0,1,0,0,0,0,0,1,0
30.0,1973,12.0,5.0,1,0,1,2.0,1,2012,1,1,0,1,0,0,0,0,1,0
31.0,1985,11.7,4.0,1,1,1,1.0,1,2019,1,1,0,0,0,0,0,0,1,0
28.0,1974,9.0,4.0,1,0,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
33.0,1977,11.0,5.9,1,1,1,1.0,1,2019,1,0,0,1,0,0,1,0,0,0
26.0,1982,8.8,3.1,1,0,1,1.0,0,2011,1,1,0,0,0,0,0,0,1,0
15.0,2000,6.0,2.0,1,0,0,0.0,0,2022,1,0,0,0,0,0,0,0,1,0
25.0,1980,8.0,3.0,1,0,1,1.0,0,2014,1,1,0,1,0,0,1,0,0,0
12.6,2013,3.5,2.5,1,0,0,0.0,0,2013,0,0,1,0,0,0,0,0,0,0
33.0,1974,11.5,5.5,1,0,1,2.0,1,2013,1,1,0,1,0,0,0,0,1,0
37.0,1986,16.5,3.0,0,1,1,4.0,1,2019,1,1,0,0,1,0,0,0,1,0
42.0,1981,14.0,6.0,1,1,1,3.0,1,2017,1,0,0,1,0,0,1,0,0,0
31.8,2015,11.1,5.3,1,1,1,2.0,1,2020,1,1,0,0,0,0,0,0,0,0
26.0,1977,8.0,2.5,1,0,1,1.0,1,2014,1,1,0,1,0,0,1,0,0,0
36.0,1989,10.0,5.6,1,1,1,1.0,1,2020,1,1,0,1,0,0,1,0,0,0
19.0,1994,6.75,4.0,1,0,0,0.0,0,2021,1,0,1,0,0,0,0,0,1,0
47.0,1982,14.0,5.6,1,1,1,3.0,1,2021,0,1,0,0,0,1,0,0,1,0
28.0,1986,10.0,5.0,1,1,1,2.0,1,2015,1,0,0,0,0,0,1,0,0,0
34.0,2005,11.9,4.3,1,1,1,2.0,1,2021,1,1,0,0,0,0,0,0,1,0
17.0,2004,7.0,6.0,1,0,1,0.0,0,2016,1,0,1,0,0,0,0,0,1,0
30.4,1984,11.1,5.0,1,1,1,1.0,1,2013,1,1,0,0,0,0,1,0,0,0
26.0,1968,7.4,4.5,1,0,1,1.0,0,2015,1,0,1,0,0,0,0,0,1,0
33.5,1994,11.0,4.6,1,1,1,3.0,1,2015,1,1,0,0,0,0,1,0,0,0
27.2,1969,9.6,5.2,1,0,1,1.0,0,2013,1,0,1,0,0,0,0,0,1,0
16.0,1981,6.0,2.0,1,0,1,1.0,0,2015,1,1,0,0,1,0,0,0,1,0
27.0,1974,9.0,4.0,1,0,1,1.0,1,2013,1,1,0,0,0,0,0,0,1,0
29.0,1973,9.25,4.33,1,0,1,2.0,1,2018,1,1,0,1,0,0,0,0,1,0
27.0,1979,8.6,4.0,1,1,1,2.0,1,2011,1,1,0,1,0,0,1,0,0,0
31.0,1985,10.0,5.3,1,1,1,2.0,1,2021,1,1,0,1,0,0,1,0,0,0
30.0,1987,10.1,5.4,1,1,1,1.0,1,2018,1,1,0,1,0,0,0,0,1,0
41.0,1987,11.6,4.3,1,1,1,2.0,1,2021,1,1,0,0,0,1,1,0,0,0
26.0,1974,8.5,4.0,1,0,1,1.0,0,2015,1,0,0,1,0,0,0,0,1,0
39.1,1983,10.1,5.4,1,1,1,2.0,1,2014,1,1,0,0,0,0,1,0,0,0
16.0,1974,6.0,4.0,1,0,0,1.0,0,2016,1,1,0,0,0,0,0,0,1,0
35.5,1987,12.0,4.5,1,1,1,2.0,1,2021,1,1,0,0,0,0,0,0,1,0
37.0,1982,11.5,6.0,1,1,1,1.0,1,2022,1,1,0,0,1,0,1,0,0,0
26.0,1975,8.8,4.0,1,0,1,1.0,0,2016,1,1,0,0,0,0,0,1,0,0
34.25,1981,11.3,4.0,1,1,1,2.0,1,2018,1,0,0,1,0,0,1,0,0,0
22.6,1982,7.0,3.0,1,0,1,1.0,0,2012,1,0,1,0,0,0,0,0,1,0
47.0,1974,14.25,6.0,1,1,1,3.0,1,2015,1,1,0,0,0,1,0,0,1,0
46.1,2006,14.0,5.5,1,1,1,3.0,1,2022,1,1,0,1,0,0,0,0,1,0
42.0,1981,13.0,7.0,1,1,1,2.0,1,2018,1,1,0,0,0,0,0,1,0,0
32.0,1971,8.0,4.0,1,0,1,1.0,0,2015,1,1,0,1,0,0,0,0,1,0
27.0,1976,9.0,3.4,1,0,1,1.0,1,2017,1,1,0,0,0,0,0,1,0,0
33.0,1981,10.17,5.25,1,1,1,1.0,1,2016,1,1,0,1,0,0,0,0,1,0
40.0,1967,10.8,6.0,1,1,1,3.0,1,2015,1,1,0,1,0,0,0,0,1,0
24.0,1983,8.3,2.92,1,0,1,1.0,1,2012,1,1,0,0,0,0,0,0,1,0
28.0,1989,9.0,3.0,1,1,1,0.0,1,2019,1,0,1,1,0,0,1,0,0,0
32.0,1970,9.1,5.6,1,1,1,2.0,1,2015,1,1,0,1,0,0,0,0,1,0
24.0,1982,10.0,4.0,1,0,1,1.0,0,2012,1,1,0,1,0,0,0,0,1,0
30.0,1989,11.0,4.3,1,1,1,1.0,1,2014,1,1,0,0,0,0,0,0,1,0
35.0,1993,11.7,4.4,1,1,1,2.0,1,2016,1,1,0,0,1,0,1,0,0,0
42.0,1982,13.0,5.0,1,1,1,2.0,1,2020,1,1,0,0,0,1,0,0,0,0
31.0,1976,9.5,4.6,1,1,1,2.0,1,2014,1,1,0,0,1,0,0,0,1,0
33.0,1987,11.6,6.0,1,0,1,1.0,1,2020,1,1,0,0,0,0,0,0,1,0
42.0,1986,12.0,6.5,1,1,1,2.0,1,2021,1,1,0,0,1,0,0,0,1,0
28.6,1988,9.6,5.5,1,0,2,1.0,0,2016,1,0,0,0,0,0,0,0,1,0
30.0,1962,9.0,5.0,1,1,1,1.0,1,2021,1,1,0,1,0,0,0,1,0,0
44.8,1979,13.0,6.0,1,1,1,3.0,1,2020,1,1,0,0,0,1,0,0,1,0
42.0,1976,13.3,4.5,1,1,1,3.0,1,2022,1,1,0,0,0,1,1,0,0,0
30.0,1971,9.0,3.5,1,1,1,2.0,1,2021,1,1,0,0,0,0,1,0,0,0
29.0,1977,16.0,2.5,0,0,1,2.0,0,2017,1,0,0,0,0,0,1,0,0,0
38.0,1959,8.0,5.8,1,1,1,2.0,1,2018,0,0,0,0,0,0,0,0,1,0
30.2,1966,8.5,4.5,1,1,1,1.0,1,2017,1,1,0,1,0,0,0,0,1,0
28.0,1981,10.0,5.0,1,1,1,1.0,1,2015,1,0,0,1,0,0,0,0,1,0
30.0,1983,10.9,5.4,1,1,1,1.0,1,2021,1,0,0,1,0,0,1,0,0,0
24.0,1979,8.0,2.0,1,0,1,1.0,0,2020,1,1,0,1,0,0,1,0,0,0
38.0,1980,11.6,5.1,1,1,1,2.0,1,2017,1,0,0,0,0,1,0,0,1,0
25.0,1983,8.0,4.0,1,0,1,2.0,0,2018,1,0,0,1,0,0,0,0,0,0
28.3,1963,8.2,4.372,1,1,1,1.0,1,2012,1,1,0,0,0,0,0,0,0,0
30.0,1985,7.0,4.0,1,0,0,2.0,0,2017,1,0,0,1,0,0,1,0,0,0
37.0,2008,13.0,6.1,1,1,1,2.0,1,2021,1,1,0,1,0,0,1,0,0,0
20.0,2020,6.0,4.0,1,0,0,1.0,0,2020,1,0,1,0,0,0,0,0,0,0
33.0,1987,11.6,5.6,1,1,1,2.0,1,2016,1,1,0,1,0,0,0,0,1,0
23.3,1987,8.0,2.3,1,0,1,1.0,0,2011,1,0,0,0,0,0,0,0,1,0
22.0,1987,8.0,4.92,1,0,1,1.0,0,2016,1,1,0,0,0,0,0,0,1,0
17.6,1969,6.4,4.6,1,0,1,1.0,0,2021,1,0,1,0,0,0,0,0,1,0
26.0,2005,9.6,4.0,1,0,1,1.0,0,2018,1,0,0,0,0,0,0,0,0,0
42.0,2000,14.0,4.1,1,1,1,2.0,1,2017,1,1,0,1,0,0,1,0,0,0
21.9,1985,7.11,1.8,1,0,1,1.0,0,2012,1,1,0,0,0,0,0,0,1,0
35.0,2002,12.0,5.0,1,1,1,2.0,1,2022,1,1,0,0,0,0,1,0,0,0
30.0,1977,10.83,5.25,1,1,1,1.0,1,2022,1,0,1,1,0,0,0,0,1,0
27.0,1980,9.0,4.0,1,1,1,2.0,1,2017,1,1,0,1,0,0,0,0,1,0
26.0,1979,10.0,4.0,1,0,1,1.0,0,2018,1,0,0,0,0,0,0,0,1,0
30.0,1982,10.0,5.0,1,1,1,2.0,1,2021,1,1,0,1,0,0,0,0,1,0
34.0,1989,12.0,6.4,1,0,0,2.0,0,2017,1,0,1,0,0,0,0,0,1,0
24.0,1986,8.0,4.0,1,0,0,1.0,0,2012,1,0,0,1,0,0,0,0,1,0
28.0,1997,9.5,4.0,1,1,1,2.0,1,2022,1,1,0,1,0,0,0,0,1,0
30.0,1979,10.5,5.83,1,1,1,2.0,1,2014,1,1,0,0,0,0,1,0,0,0
33.0,1974,11.0,4.0,1,1,1,2.0,1,2018,1,1,0,1,0,0,0,0,1,0
41.0,1973,14.0,5.0,1,1,1,2.0,1,2017,1,1,0,0,0,1,0,0,1,0
25.0,1985,8.0,2.11,1,1,1,1.0,1,2014,1,1,0,1,0,0,0,0,1,0
30.0,1985,7.0,4.0,1,0,1,1.0,1,2016,1,0,0,1,0,0,1,0,0,0
26.0,1978,8.67,4.0,1,0,0,1.0,0,2016,1,1,0,0,0,0,0,0,0,0
42.0,2000,14.0,5.0,1,1,1,3.0,1,2017,1,1,0,0,0,0,1,0,0,0
27.0,1984,9.67,3.75,1,1,1,1.0,1,2020,1,0,0,1,0,0,1,0,0,0
27.0,1966,8.0,4.0,1,0,1,1.0,1,2018,1,1,0,0,0,0,0,0,1,0
36.0,1981,12.0,4.0,1,1,1,3.0,1,2015,1,1,0,0,1,0,1,0,0,0
50.0,1982,12.0,6.0,1,1,1,2.0,1,2021,0,0,0,0,0,0,1,0,0,0
17.1,2002,7.0,6.0,1,0,1,0.0,0,2011,1,0,1,0,0,0,0,0,1,0
33.9,1977,11.0,5.9,1,0,1,1.0,1,2018,1,0,0,0,0,0,0,0,0,0
36.0,1973,10.0,6.0,1,1,1,1.0,1,2018,1,1,0,1,0,0,0,0,0,1
25.0,1988,9.0,4.8,1,1,1,2.0,1,2021,1,1,0,1,0,0,1,0,0,0
24.0,1980,11.0,2.0,1,1,1,1.0,1,2019,1,1,0,0,0,0,1,0,0,0
37.0,1985,17.0,2.0,0,1,2,4.0,1,2019,1,1,0,0,0,1,0,0,0,1
27.0,1981,8.0,6.0,1,0,1,2.0,0,2012,1,0,0,0,0,0,0,1,0,0
28.0,1982,8.5,5.0,1,1,1,2.0,1,2017,1,0,0,1,0,0,1,0,0,0
28.25,1978,9.92,5.0,1,1,1,2.0,1,2015,1,1,0,1,0,0,0,0,1,0
21.0,1984,8.0,3.6,1,0,1,1.0,0,2011,1,0,0,0,0,0,0,0,1,0
42.0,1980,10.5,5.0,1,1,1,3.0,1,2019,0,1,0,0,0,0,0,0,1,0
35.0,2002,10.9,5.6,1,1,1,1.0,1,2020,1,1,0,0,1,0,0,1,0,0
45.0,1991,13.0,6.0,1,1,1,3.0,1,2017,1,0,0,1,0,0,0,0,0,0
30.0,1980,10.0,5.0,1,1,1,2.0,1,2011,1,1,0,1,0,0,1,0,0,0
43.5,1990,12.5,6.0,1,1,1,3.0,1,2021,0,1,0,1,0,0,0,1,0,0
40.0,1998,11.0,4.5,1,1,1,1.0,1,2016,1,1,0,0,0,1,0,0,1,0
38.0,1990,13.0,4.5,1,1,1,2.0,1,2022,1,1,0,0,0,0,0,0,1,0
30.0,1980,11.0,5.5,1,1,1,1.0,1,2019,1,1,0,1,0,0,0,0,1,0
36.0,1990,11.11,5.1,1,1,1,2.0,1,2021,1,1,0,1,0,0,1,0,0,0
27.0,1974,8.5,3.2,1,1,1,1.0,1,2018,1,0,0,1,0,0,0,1,0,0
16.0,1987,6.0,2.5,1,0,1,1.0,0,2019,1,0,1,0,0,0,0,0,1,0
18.6,1978,6.3,2.7,1,0,1,1.0,0,2012,1,1,0,0,0,0,1,0,0,0
34.0,2015,11.0,5.0,1,1,1,2.0,1,2015,1,1,0,1,0,0,1,0,0,0
36.0,1980,12.0,5.9,1,1,1,1.0,1,2021,1,1,0,1,0,0,0,0,1,0
33.0,1977,11.0,6.0,1,1,1,2.0,1,2018,1,1,0,1,0,0,0,0,1,0
34.92,1987,11.33,4.92,1,1,1,3.0,1,2022,1,0,0,1,0,0,1,0,0,0
34.0,1983,11.33,5.5,1,1,1,2.0,1,2020,1,0,0,1,0,0,1,0,0,0
31.0,1984,10.11,4.0,1,1,1,2.0,1,2016,1,1,0,1,0,0,0,0,1,0
36.0,1981,12.0,5.4,1,1,1,1.0,1,2014,1,1,0,0,1,0,0,0,0,1
36.0,1983,11.92,5.3,1,1,1,3.0,1,2022,1,0,0,1,0,0,0,1,0,0
30.0,1980,11.0,5.3,1,1,1,1.0,1,2015,1,0,0,0,0,0,0,0,1,0
32.0,1972,11.0,5.0,1,1,1,1.0,1,2021,1,1,0,0,1,0,0,0,0,1
27.0,1974,9.0,4.0,1,1,1,3.0,1,2017,1,1,0,1,0,0,0,0,1,0
30.0,1997,10.1,4.2,1,1,1,1.0,1,2019,1,1,0,1,0,0,0,0,0,0
34.0,1986,10.5,6.0,1,1,1,2.0,1,2021,1,0,0,1,0,0,1,0,0,0
37.6,1990,11.5,5.0,1,1,1,3.0,1,2021,1,1,0,1,0,0,1,0,0,0
35.0,1974,10.0,5.0,1,1,1,1.0,1,2017,1,1,0,0,0,1,1,0,0,0
14.0,2015,4.0,3.0,1,0,0,0.0,0,2021,1,0,0,0,0,0,1,0,0,0
25.0,1975,8.0,2.9,1,0,1,2.0,0,2015,1,1,0,0,0,0,1,0,0,0
32.5,1996,11.8,4.3,1,1,1,3.0,1,2017,1,0,0,1,0,0,1,0,0,0
27.0,1988,9.0,3.4,1,1,1,2.0,1,2018,1,1,0,1,0,0,0,0,1,0
23.0,1987,8.0,2.5,1,0,1,1.0,0,2017,1,0,0,0,0,0,0,0,1,0
27.0,1982,8.0,4.5,1,0,1,2.0,0,2019,1,1,0,1,0,0,0,0,1,0
45.0,1981,13.4,5.5,1,1,1,4.0,1,2022,1,1,0,0,0,1,1,0,0,0
45.0,1979,13.0,7.0,1,1,1,2.0,1,2022,1,1,0,0,0,1,0,0,1,0
35.0,1963,9.5,5.0,1,1,1,2.0,1,2012,1,1,0,0,0,0,1,0,0,0
18.5,1973,5.5,3.0,1,0,1,1.0,0,2021,1,0,1,0,0,0,0,0,1,0
30.0,1987,11.0,5.25,1,1,1,1.0,1,2020,1,1,0,1,0,0,0,0,1,0
36.0,1972,12.0,4.8,1,1,1,3.0,1,2021,1,1,0,0,0,1,0,0,1,0
30.0,1984,10.3,5.4,1,1,1,2.0,1,2020,1,1,0,1,0,0,0,0,1,0
18.0,1983,6.33,2.0,1,0,1,1.0,0,2013,1,1,0,0,0,0,1,0,0,0
26.0,1979,8.0,3.5,1,0,1,1.0,1,2021,1,1,0,0,0,0,0,0,1,0
45.0,1983,15.0,6.0,1,1,1,2.0,1,2016,1,1,0,0,0,1,1,0,0,0
42.0,1973,11.5,4.3,1,1,1,3.0,1,2022,0,1,0,0,0,0,1,0,0,0
29.0,1988,9.6,3.4,1,1,1,2.0,1,2019,1,0,0,1,0,0,0,0,1,0
