,posted_at,Asking,Year,Length,Beam,Draft,Location,Material,Type,Cabins,Is_Mono,Is_cruiser,Is_daysailer,Is_Diesel,Motor_Type,Engine_Count,Is_Fiberglass,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat,Is_Inboard,Year_Listed,Asking_Price_Adj
7293,2018-09-19,2800.0,1978,17.5,6.33,2.0,Florida,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,3021.4848650177023
7294,2018-09-19,5200.0,1978,28.0,8.0,3.0,Florida,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,5611.329035032875
7295,2018-09-19,9800.0,1983,27.0,10.0,3.67,Texas,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,10575.197027561957
7297,2018-09-19,69900.0,1977,47.6,11.5,6.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,0,0,0,0,1,2018,75429.21145169192
7298,2018-09-18,20000.0,1989,25.0,26.6,2.5,Outside United States,fiberglass,cruiser,2.0,0,1,0,0,motorless,0,1,0,0,0,0,0,0,1,0,2018,21582.034750126444
7299,2018-09-18,4900.0,1978,31.0,10.2,5.5,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,5287.5985137809785
7300,2018-09-18,3000.0,1975,27.0,9.3,4.3,Virginia,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,1,0,0,1,2018,3237.3052125189665
7302,2018-09-17,7500.0,1984,24.0,8.75,4.0,South Carolina,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,8093.263031297416
7304,2018-09-17,58000.0,1995,35.5,11.75,4.5,Pennsylvania,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,62587.90077536668
7305,2018-09-17,20000.0,2018,21.0,5.5,0.5,Iowa,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,1,0,0,0,0,0,2018,21582.034750126444
7306,2018-09-17,13000.0,1980,30.0,11.0,5.0,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,14028.322587582188
7307,2018-09-17,99500.0,1979,45.9,13.1,6.6,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2018,107370.62288187906
7308,2018-09-17,99500.0,1989,47.0,14.5,6.11,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,107370.62288187906
7309,2018-09-16,19000.0,1980,30.0,10.75,5.25,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,20502.93301262012
7311,2018-09-16,11250.0,1981,30.0,10.0,4.0,Maryland,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,12139.894546946125
7312,2018-09-16,199000.0,1991,43.0,13.8,5.3,North Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,214741.2457637581
7314,2018-09-16,14500.0,1981,30.0,10.5,5.0,Georgia,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,15646.97519384167
7315,2018-09-16,4950.0,1981,24.0,8.75,4.0,Michigan,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2018,5341.553600656295
7318,2018-09-15,55000.0,2002,24.0,8.0,3.8,California,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2018,59350.59556284772
7325,2018-09-14,19495.0,1979,30.0,11.0,5.3,Ohio,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2018,21037.08837268575
7326,2018-09-13,82000.0,1993,42.0,13.0,4.0,New Jersey,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,88486.34247551842
7328,2018-09-13,6950.0,1986,25.0,8.0,4.0,New York,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,7499.757075668939
7330,2018-09-13,3200.0,1971,21.0,7.0,4.0,Georgia,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,3453.1255600202308
7331,2018-09-13,12000.0,1977,32.0,11.0,5.5,Maine,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,12949.220850075866
7332,2018-09-12,6500.0,1972,26.0,7.8,4.0,Maryland,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,7014.161293791094
7333,2018-09-11,2400.0,1984,23.0,8.0,2.25,Maine,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2018,2589.8441700151734
7334,2018-09-11,40000.0,2001,31.0,11.5,4.5,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,43164.06950025289
7335,2018-09-10,36000.0,1988,30.6,10.6,4.6,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,38847.6625502276
7336,2018-09-10,164000.0,2013,35.0,14.0,2.8,New Jersey,fiberglass,cruiser,2.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2018,176972.68495103685
7337,2014-06-30,435000.0,2001,43.5,13.75,7.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,497904.62793998385
7339,2014-06-30,2995.0,1990,24.0,8.0,3.0,Maine,fiberglass,cruiser,1.0,1,1,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2014,3428.1019785752915
7340,2014-06-29,24000.0,1969,31.0,9.4,4.4,Washington,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2014,27470.600162206007
7341,2014-06-29,16500.0,1977,32.0,9.8,4.11,New York,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,1,0,0,0,1,2014,18886.037611516625
7343,2014-06-29,269000.0,1999,42.0,23.0,4.0,Massachusetts,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,1,0,0,0,0,1,0,1,2014,307899.6434847256
7344,2014-06-29,17500.0,1973,35.08,11.0,4.67,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,1,1,2014,20030.64595160855
7346,2014-06-27,1500.0,1986,23.0,8.0,2.3,Pennsylvania,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,1,0,0,0,2014,1716.9125101378754
7347,2014-06-27,90000.0,1985,38.0,11.0,6.0,Outside United States,steel,cruiser,2.0,1,1,0,1,inboard,1,0,1,0,0,0,0,1,0,1,2014,103014.75060827253
7348,2014-06-27,110000.0,1976,38.0,12.4,6.0,Outside United States,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2014,125906.91741011087
7349,2014-06-26,5000.0,1964,24.0,7.0,3.2,Maryland,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,1,0,0,0,1,0,0,0,2014,5723.041700459585
7351,2014-06-26,29500.0,1977,32.0,10.5,4.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2014,33765.94603271155
7352,2014-06-26,25500.0,1996,28.0,9.7,5.0,New Jersey,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,29187.51267234388
7353,2014-06-25,6900.0,1985,25.0,8.0,4.0,Florida,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,7897.797546634227
7354,2014-06-25,14000.0,1983,32.0,10.0,6.0,Washington,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,16024.516761286837
7355,2014-06-25,48000.0,1986,31.0,11.6,4.8,Texas,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,54941.20032441201
7357,2014-06-23,3800.0,2001,21.0,7.5,18.0,Alabama,composite,cruiser,1.0,1,1,0,0,outboard,1,0,0,0,0,0,0,1,0,0,2014,4349.511692349284
7361,2014-06-22,1400.0,1974,24.0,7.5,2.0,Florida,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2014,1602.4516761286836
7362,2014-06-20,1500.0,1987,23.0,8.0,2.3,Ohio,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,0,0,0,0,0,1,0,1,2014,1716.9125101378754
7364,2014-06-20,5800.0,1986,23.3,8.0,2.3,Ohio,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2014,6638.728372533118
7365,2014-06-20,265000.0,1979,52.0,14.5,5.8,Texas,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,303321.21012435795
7366,2014-06-20,15000.0,1975,34.5,10.2,3.11,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2014,17169.125101378755
7367,2014-06-20,5750.0,1973,28.5,9.2,4.0,Maryland,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2014,6581.497955528523
7368,2014-06-19,49000.0,1987,38.0,13.0,3.0,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2014,56085.80866450393
7370,2014-06-19,900.0,1975,19.0,8.0,3.0,New York,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2014,1030.1475060827252
7372,2014-06-18,24900.0,1996,28.0,9.7,3.1,Texas,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,28500.74766828873
7375,2014-06-17,99000.0,1976,39.0,46.0,6.0,California,steel,cruiser,3.0,1,1,0,1,inboard,1,0,1,0,0,0,0,1,0,1,2014,113316.22566909977
7376,2014-06-17,450000.0,2000,53.0,28.6,5.0,Outside United States,composite,cruiser,3.0,0,1,0,1,inboard,2,0,0,0,0,1,0,0,0,1,2014,515073.7530413626
7377,2014-06-17,750000.0,2004,58.0,13.4,6.3,Massachusetts,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2014,858456.2550689377
7378,2014-06-17,159000.0,1999,35.0,11.8,6.6,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2014,181992.7260746148
7379,2014-06-17,15000.0,1974,30.0,12.0,6.0,Illinois,fiberglass,racer,2.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2014,17169.125101378755
7382,2014-06-15,25900.0,1988,30.0,10.83,5.25,Maine,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2014,29645.356008380648
7384,2014-06-15,18000.0,1971,35.0,10.75,4.2,New Jersey,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,20602.950121654507
7385,2014-06-15,26000.0,1984,37.0,11.0,5.5,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2014,29759.81684238984
7387,2014-06-14,10499.0,1981,24.0,8.0,4.5,New York,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2014,12017.242962625036
7390,2014-06-14,900.0,1974,20.0,8.0,2.0,New York,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2014,1030.1475060827252
7392,2014-06-13,24900.0,1982,28.5,9.2,4.4,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,28500.74766828873
7394,2014-06-13,645000.0,2011,49.0,14.3,6.0,Florida,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2014,738272.3793592864
7395,2014-06-13,29500.0,1976,31.0,9.5,4.6,Ohio,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2014,33765.94603271155
7397,2014-06-11,130000.0,2003,43.0,14.0,5.6,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2014,148799.08421194917
7398,2014-06-11,11500.0,1967,35.0,11.3,4.11,Maryland,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2014,13162.995911057045
7399,2014-06-11,57500.0,1977,32.0,11.0,5.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2014,65814.97955528522
7400,2014-06-11,7800.0,1981,26.83,8.83,4.0,New York,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,8927.94505271695
7405,2014-06-10,2750.0,1967,27.0,7.9,4.4,Massachusetts,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,1,0,0,0,1,0,0,1,2014,3147.672935252772
7407,2014-06-09,19900.0,1972,35.0,10.0,3.5,Connecticut,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,22777.705967829148
7409,2014-06-09,28500.0,1984,34.0,11.9,5.7,Missouri,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2014,32621.337692619632
7411,2014-06-09,69000.0,1983,38.0,14.0,4.11,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2014,78977.97546634228
7412,2022-07-12,3500.0,1986,16.0,6.0,1.5,Maine,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,1,0,0,0,0,2022,3500.0
7413,2022-07-11,90000.0,1975,41.0,12.8,6.2,Florida,aluminum,cruiser,1.0,1,1,0,1,inboard,1,0,1,0,0,1,0,0,0,1,2022,90000.0
7414,2022-07-11,4000.0,2006,18.0,7.5,1.0,Missouri,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,4000.0
7416,2022-07-11,15000.0,1967,37.0,10.0,6.0,Ohio,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2022,15000.0
7417,2022-07-11,68000.0,1982,41.0,13.5,4.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2022,68000.0
7418,2022-07-10,56000.0,1993,36.0,12.0,4.5,South Carolina,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,56000.0
7420,2022-07-10,149500.0,2000,46.0,14.0,5.5,Washington D.C.,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,149500.0
7422,2022-07-16,42000.0,1976,32.0,11.0,47.0,California,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2022,42000.0
7423,2022-07-09,4400.0,80,12.0,3.0,2.0,New York,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2022,4400.0
7424,2022-07-09,29900.0,1962,44.0,12.0,6.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,29900.0
7425,2022-07-09,5800.0,1991,18.0,7.58,2.33,North Carolina,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,5800.0
7426,2022-07-09,17500.0,1979,27.0,8.8,3.2,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,17500.0
7430,2022-07-09,60000.0,2005,29.42,10.33,3.8,Illinois,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,60000.0
7431,2022-07-08,250000.0,1990,43.0,12.9,6.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,0,0,1,2022,250000.0
7433,2022-07-08,25000.0,1985,34.0,11.0,3.5,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,25000.0
7436,2022-07-07,5700.0,1980,26.3,8.5,3.8,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,5700.0
7438,2022-07-07,49900.0,1986,30.0,13.0,1.5,New York,fiberglass,cruiser,2.0,0,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,49900.0
7440,2022-07-07,38500.0,1981,32.0,10.0,4.5,Maine,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,38500.0
7441,2022-07-07,11000.0,1988,23.5,8.2,2.9,Wisconsin,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,11000.0
7442,2022-07-08,15000.0,1995,23.5,8.6,1.11,Maine,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,15000.0
7443,2022-07-07,9900.0,1988,23.5,8.2,3.8,New Hampshire,fiberglass,racer,2.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,9900.0
7444,2022-07-07,157000.0,1989,47.0,13.8,6.5,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,0,0,0,0,1,2022,157000.0
7445,2022-07-07,19500.0,1976,28.0,9.2,4.3,Massachusetts,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,19500.0
7446,2022-07-08,37500.0,1988,34.5,11.9,4.25,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,37500.0
7449,2022-07-07,30.0,1961,30.0,10.0,3.0,New Hampshire,wood,cruiser,3.0,1,1,0,1,inboard,1,0,0,0,0,1,0,0,0,1,2022,30.0
7450,2022-07-08,52000.0,2001,31.58,10.83,6.0,Missouri,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,52000.0
7451,2022-07-07,15000.0,1967,32.6,9.25,4.5,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,15000.0
7454,2022-07-06,105000.0,2008,42.0,13.0,6.5,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,105000.0
7460,2022-07-06,179000.0,1990,44.0,13.5,6.5,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,179000.0
7461,2022-07-06,105000.0,1986,44.0,10.5,5.0,Florida,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,0,0,1,1,0,0,0,1,2022,105000.0
7464,2022-07-06,3900.0,2012,18.0,6.0,4.0,Wisconsin,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2022,3900.0
7466,2022-07-05,7500.0,2019,15.0,6.0,3.0,Michigan,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2022,7500.0
7467,2022-07-05,30950.0,1989,27.0,812.0,18.0,California,fiberglass,cruiser,2.0,0,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,30950.0
7468,2022-07-05,9500.0,1979,26.0,9.6,4.6,Maine,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,9500.0
7469,2022-07-05,21000.0,1988,30.5,14.0,1.5,Virginia,fiberglass,cruiser,1.0,0,1,0,0,outboard,1,1,0,0,0,0,1,0,0,0,2022,21000.0
7470,2022-07-05,16500.0,1987,28.0,10.0,4.0,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2022,16500.0
7471,2022-07-05,149000.0,2011,40.0,12.75,6.5,Outside United States,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2022,149000.0
7472,2022-07-05,6500.0,1989,22.0,7.0,2.5,Connecticut,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2022,6500.0
7473,2022-07-06,12900.0,2001,17.0,7.0,1.0,Georgia,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2022,12900.0
7475,2022-07-12,44000.0,1980,35.5,10.83,5.75,Washington,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,44000.0
7476,2022-07-04,1950.0,1996,15.0,6.0,2.0,New Hampshire,fiberglass,racer,0.0,1,0,0,0,motorless,0,1,0,0,0,0,0,1,0,0,2022,1950.0
7477,2022-07-04,5000.0,1965,22.0,7.0,3.0,Oregon,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,0,0,0,1,1,2022,5000.0
7479,2022-07-04,2000.0,1999,14.0,7.5,1.0,Florida,fiberglass,daysailer,0.0,0,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2022,2000.0
7480,2022-07-04,12500.0,1980,27.0,10.5,2.2,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2022,12500.0
7483,2018-06-26,36000.0,1985,36.0,12.0,5.7,Florida,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2018,38847.6625502276
7484,2018-06-26,129000.0,2000,45.0,14.0,6.7,Texas,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,139204.12413831553
7488,2018-06-25,29500.0,2008,24.0,14.0,2.5,Rhode Island,fiberglass,daysailer,1.0,0,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,31833.501256436502
7491,2018-06-25,2200.0,1972,23.0,7.0,2.0,Maine,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,2374.0238225139087
7492,2018-06-25,9000.0,1973,29.0,9.0,6.0,Michigan,fiberglass,racer,1.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,9711.9156375569
7494,2018-06-24,25000.0,1980,37.0,11.33,5.0,Idaho,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,0,0,0,0,1,0,0,1,2018,26977.543437658052
7496,2018-06-24,2500.0,1975,15.0,5.0,3.0,Florida,fiberglass,racer,0.0,1,0,0,0,motorless,0,1,1,0,0,1,0,0,0,0,2018,2697.7543437658055
7499,2018-06-24,4800.0,1986,21.5,7.67,5.16,North Carolina,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,1,0,0,1,0,0,0,0,2018,5179.688340030347
7500,2018-06-24,13000.0,1980,30.0,10.6,2.4,Florida,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,14028.322587582188
7501,2018-06-24,209000.0,1995,42.0,22.5,3.92,Outside United States,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2018,225532.26313882132
7502,2018-06-24,90000.0,1985,37.58,12.12,5.5,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,97119.156375569
7503,2018-06-23,110000.0,1991,39.0,21.0,3.5,Florida,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,0,0,1,0,1,2018,118701.19112569543
7504,2018-06-22,10000.0,1985,27.0,8.1,4.0,New Jersey,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,10791.017375063222
7505,2018-06-22,1750.0,1985,14.0,7.5,0.6,Wisconsin,fiberglass,racer,0.0,0,0,0,0,motorless,0,1,0,0,0,1,0,0,0,0,2018,1888.4280406360638
7506,2018-06-21,7200.0,1985,23.0,8.0,2.25,Illinois,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2018,7769.532510045519
7507,2018-06-21,1095.0,2011,9.0,4.27,3.0,Outside United States,other,dinghy,0.0,1,0,0,0,motorless,0,0,0,0,0,1,0,0,0,0,2018,1181.6164025694227
7508,2018-06-21,15500.0,1973,35.0,10.0,5.0,California,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,16726.07693134799
7511,2018-06-20,15500.0,1977,30.0,10.5,5.0,Montana,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,16726.07693134799
7513,2022-06-11,85000.0,1990,42.5,13.0,5.0,Outside United States,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2022,85000.0
7515,2018-06-20,6000.0,1978,30.0,12.0,6.0,Florida,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,0,1,1,2018,6474.610425037933
7516,2018-06-20,3000.0,1973,26.0,8.0,5.0,California,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,3237.3052125189665
7518,2018-06-20,18500.0,2001,26.0,8.0,1.0,Mississippi,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,19963.382143866962
7521,2018-06-19,319000.0,2005,42.0,21.0,3.8,Maryland,fiberglass,cruiser,3.0,1,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2018,344233.45426451677
7523,2018-06-18,8000.0,1993,23.5,6.0,2.5,Florida,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,8632.813900050576
7524,2018-06-18,14000.0,1976,32.0,10.0,5.0,California,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2018,15107.42432508851
7525,2018-06-18,3500.0,1975,23.0,6.0,2.0,Minnesota,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,0,0,0,0,0,1,0,1,2018,3776.8560812721275
7526,2018-06-18,3995.0,80,24.0,7.9,2.0,Maine,fiberglass,cruiser,2.0,1,1,0,0,motorless,0,1,1,0,0,0,0,1,0,0,2018,4311.011441337757
7529,2018-06-17,7000.0,1984,27.0,9.5,4.9,Maryland,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,7553.712162544255
7532,2018-06-16,7900.0,1978,31.5,10.0,5.6,Massachusetts,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,8524.903726299945
7533,2018-06-16,135000.0,1989,38.0,12.3,6.0,California,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2018,145678.73456335347
7534,2018-06-16,6500.0,82,25.0,8.0,2.9,New Jersey,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,7014.161293791094
