,posted_at,Asking,Year,Length,Beam,Draft,Location,Material,Type,Cabins,Is_Mono,Is_cruiser,Is_daysailer,Is_Diesel,Motor_Type,Engine_Count,Is_Fiberglass,Is_masthead_sloop,Is_Cutter,Is_Ketch,Is_Excellent,Is_Fair,Is_Good,Is_Project_boat,Is_Inboard,Year_Listed,Asking_Price_Adj
7535,2018-06-16,16900.0,1975,28.5,10.5,3.5,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,18236.81936385684
7536,2018-06-15,1900.0,1965,16.0,5.6,7.0,Massachusetts,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2018,2050.293301262012
7537,2018-06-15,15000.0,1984,34.5,11.7,5.5,Outside United States,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,0,1,1,0,0,0,1,2018,16186.526062594832
7538,2018-06-15,2900.0,1983,25.0,9.0,4.5,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2018,3129.3950387683344
7539,2018-06-15,3995.0,1972,23.0,7.92,4.58,Arizona,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,4311.011441337757
7541,2018-06-15,5000.0,1980,22.0,8.0,4.3,Missouri,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2018,5395.508687531611
7543,2018-06-15,3500.0,1978,22.0,7.2,2.0,Florida,fiberglass,daysailer,2.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2018,3776.8560812721275
7544,2018-06-15,28500.0,1985,35.0,11.0,4.0,Michigan,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,30754.399518930182
7548,2018-06-12,125000.0,1995,41.0,13.0,5.6,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2018,134887.71718829026
7549,2018-06-12,450.0,1967,14.0,5.8,3.58,New York,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,0,0,0,1,0,2018,485.59578187784496
7551,2018-06-12,1900.0,2002,7.9,3.8,3.0,Georgia,fiberglass,dinghy,0.0,1,0,0,0,motorless,0,1,0,0,0,0,0,1,0,0,2018,2050.293301262012
7552,2018-06-12,4000.0,1978,26.0,9.0,4.0,Maryland,fiberglass,cruiser,1.0,1,1,0,0,outboard,2,1,0,0,0,0,0,1,0,0,2018,4316.406950025288
7553,2018-06-12,79000.0,1986,46.8,13.1,5.3,Florida,fiberglass,racer,2.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2018,85249.03726299945
7554,2018-06-11,18000.0,1969,30.0,9.6,3.57,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2018,19423.8312751138
7565,2015-07-13,1400.0,1978,16.0,4.0,8.0,Massachusetts,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,1,0,0,0,0,0,2015,1600.551859149344
7566,2015-07-12,8000.0,1981,28.0,10.0,5.0,North Carolina,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2015,9146.010623710536
7567,2015-07-12,49900.0,2007,32.7,9.12,7.61,Georgia,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2015,57048.24126539448
7569,2015-07-11,16400.0,1972,33.0,11.0,3.68,Virginia,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,18749.321778606598
7581,2015-07-09,85000.0,1999,38.0,13.0,5.0,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,97176.36287692445
7583,2015-07-08,100000.0,1983,47.0,5.0,6.0,Outside United States,fiberglass,motorsailer,2.0,1,0,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2015,114325.13279638172
7585,2015-07-08,2500.0,1972,27.0,7.0,5.0,Maryland,fiberglass,daysailer,1.0,1,0,1,0,inboard,1,1,1,0,0,0,1,0,0,1,2015,2858.128319909543
7586,2015-07-08,77000.0,78,34.0,11.3,4.11,Massachusetts,fiberglass,motorsailer,3.0,1,0,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2015,88030.35225321392
7587,2015-07-07,30000.0,1985,30.0,10.0,5.0,Missouri,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,34297.53983891451
7588,2015-07-07,87000.0,1986,40.1,12.3,4.6,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,99462.8655328521
7589,2015-07-07,140000.0,1973,44.0,12.5,7.3,Massachusetts,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2015,160055.1859149344
7591,2015-07-06,17000.0,1984,30.0,9.3,5.1,New Jersey,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2015,19435.27257538489
7592,2015-07-06,15000.0,1976,30.0,10.0,5.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2015,17148.769919457256
7593,2015-07-06,16995.0,1984,22.33,7.33,3.0,Maine,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2015,19429.55631874507
7598,2015-07-04,3400.0,93,31.0,20.0,2.0,Outside United States,composite,cruiser,2.0,0,1,0,0,outboard,1,0,1,0,0,0,0,0,1,0,2015,3887.054515076978
7599,2015-07-04,39900.0,1970,32.0,9.1,5.6,New York,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2015,45615.727985756304
7601,2015-07-03,43000.0,1985,43.5,13.6,6.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2015,49159.80710244414
7604,2015-07-02,7500.0,86,25.0,8.0,5.0,Mississippi,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2015,8574.384959728628
7607,2015-07-01,13500.0,2007,42.0,13.0,7.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,15433.892927511532
7608,2015-06-30,12000.0,1986,28.0,10.0,4.6,Ohio,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2015,13719.015935565805
7612,2015-06-29,10500.0,1979,30.0,11.0,5.3,Florida,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,0,0,1,0,0,1,0,1,2015,12004.13894362008
7613,2015-06-29,129000.0,1999,42.0,14.0,4.5,Vermont,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2015,147479.42130733238
7614,2015-06-29,48500.0,2013,22.75,7.38,4.75,Texas,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2015,55447.68940624513
7616,2015-06-28,4500.0,2014,10.0,4.9,2.0,New Hampshire,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,0,0,0,1,0,0,0,0,2015,5144.630975837177
7617,2015-06-28,179900.0,2004,40.0,13.6,6.9,Rhode Island,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,205670.9139006907
7619,2015-06-27,12500.0,1986,27.0,9.0,3.0,Massachusetts,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,14290.641599547715
7620,2015-06-27,1500.0,1970,13.0,5.0,0.58,Ohio,fiberglass,daysailer,0.0,1,0,1,0,motorless,0,1,1,0,0,1,0,0,0,0,2015,1714.8769919457256
7621,2015-06-27,16995.0,1984,22.33,7.33,3.0,Maine,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2015,19429.55631874507
7622,2015-06-26,28000.0,1974,36.0,10.4,6.0,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2015,32011.037182986878
7623,2015-06-26,25000.0,1978,28.25,9.92,5.0,Massachusetts,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2015,28581.28319909543
7624,2015-06-26,112000.0,79,58.0,15.5,2.5,Florida,fiberglass,daysailer,4.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2015,128044.14873194751
7626,2015-06-25,2500.0,1969,26.0,8.0,4.8,Michigan,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2015,2858.128319909543
7631,2015-06-22,42000.0,1990,32.0,11.4,4.3,South Carolina,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,48016.55577448032
7632,2015-06-22,69900.0,2000,32.0,13.0,4.6,Connecticut,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2015,79913.26782467082
7634,2016-05-10,24900.0,1916,26.0,11.0,3.0,Massachusetts,wood,cruiser,1.0,1,1,0,1,inboard,1,0,0,0,0,1,0,0,0,1,2016,28112.317557404578
7636,2016-05-10,8000.0,1985,28.0,8.0,4.0,Florida,fiberglass,daysailer,2.0,1,0,1,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,9032.06989796131
7637,2016-05-08,9500.0,1975,28.0,9.0,5.0,Washington,fiberglass,racer,2.0,1,0,0,0,inboard,1,1,1,0,0,0,0,0,1,1,2016,10725.583003829057
7638,2016-05-08,19000.0,1976,28.0,9.8,5.0,Oregon,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,21451.166007658114
7639,2016-05-07,88000.0,2004,35.5,12.0,4.11,Texas,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,99352.76887757442
7640,2016-05-07,5500.0,1978,24.0,8.0,4.0,Minnesota,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,0,1,0,0,2016,6209.548054848401
7641,2016-05-07,45000.0,1978,33.0,12.0,4.0,Florida,fiberglass,motorsailer,2.0,1,0,0,0,inboard,1,1,0,0,0,1,0,0,0,1,2016,50805.393176032376
7644,2016-05-06,49000.0,1984,36.4,11.11,5.1,Wisconsin,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,55321.42812501303
7645,2016-05-06,55000.0,1980,41.8,11.5,4.11,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2016,62095.48054848401
7647,2016-05-06,20000.0,1939,38.75,9.67,5.67,Maryland,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,0,0,0,0,0,0,1,1,2016,22580.174744903277
7651,2016-05-05,27600.0,1983,32.5,10.1,4.9,California,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,31160.641147966522
7652,2016-05-05,150000.0,1987,40.8,11.1,4.2,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2016,169351.31058677458
7653,2016-05-05,40000.0,77,37.2,10.2,5.6,Florida,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,45160.349489806555
7655,2016-05-04,14500.0,1979,37.0,11.5,5.0,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,0,0,1,1,2016,16370.626690054874
7656,2016-05-04,4600.0,1977,26.0,8.7,4.0,Massachusetts,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2016,5193.440191327753
7657,2016-05-04,7500.0,1999,19.0,7.6,12.0,California,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,8467.565529338728
7658,2016-05-03,17500.0,1977,30.0,12.0,5.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,1,0,0,0,0,0,0,1,2016,19757.652901790367
7659,2016-05-03,49000.0,1988,36.0,11.6,5.0,Maryland,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,55321.42812501303
7661,2016-05-02,5950.0,1976,27.0,9.0,4.0,Virginia,fiberglass,motorsailer,1.0,1,0,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2016,6717.6019866087245
7662,2016-05-02,65000.0,1981,35.5,11.0,4.0,North Carolina,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,73385.56792093563
7663,2016-05-02,134900.0,2004,42.0,12.0,6.5,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2016,152303.27865437258
7664,2016-05-01,6250.0,1987,19.0,7.5,1.5,Florida,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,7056.304607782274
7665,2016-05-01,14900.0,1981,30.0,10.0,4.0,Illinois,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,16822.23018495294
7667,2016-05-01,65000.0,1981,40.0,12.0,6.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2016,73385.56792093563
7669,2016-04-30,5000.0,1981,23.0,8.0,2.33,Minnesota,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2016,5645.043686225819
7672,2016-04-30,7500.0,1983,27.0,9.3,3.3,Ohio,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,8467.565529338728
7673,2016-04-30,120000.0,2006,44.0,14.0,6.0,Outside United States,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2016,135481.04846941965
7674,2016-04-29,67500.0,1988,31.0,9.9,4.0,North Carolina,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,1,0,0,0,0,0,1,2016,76208.08976404855
7675,2016-04-28,2000.0,1982,27.5,9.5,5.16,Maryland,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,2258.0174744903275
7676,2016-04-28,7000.0,1967,29.0,9.17,4.5,Maryland,fiberglass,motorsailer,1.0,1,0,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2016,7903.061160716146
7681,2016-04-26,8500.0,1991,17.0,8.0,1.6,New York,fiberglass,daysailer,1.0,1,0,1,1,inboard,1,1,0,0,0,0,0,0,0,1,2016,9596.574266583892
7683,2016-04-26,8000.0,1974,23.0,8.0,2.0,Ohio,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,9032.06989796131
7684,2016-04-25,4850.0,1978,30.0,6.0,4.5,Georgia,fiberglass,racer,0.0,1,0,0,0,outboard,1,1,0,0,0,0,1,0,0,0,2016,5475.692375639045
7686,2016-04-25,9500.0,1980,26.0,8.6,3.8,Outside United States,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2016,10725.583003829057
7687,2016-04-25,15500.0,1983,34.0,12.0,4.25,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2016,17499.635427300036
7688,2016-04-25,87000.0,1981,43.0,12.9,6.3,Maryland,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,1,0,0,0,1,2016,98223.76014032925
7690,2016-04-24,14500.0,1978,32.0,10.0,7.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,16370.626690054874
7691,2016-04-24,1390.0,1981,18.0,7.0,3.3,Outside United States,fiberglass,daysailer,1.0,1,0,1,1,outboard,1,1,0,0,0,0,1,0,0,0,2016,1569.3221447707776
7693,2016-04-22,95000.0,2007,39.0,13.0,6.0,New York,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2016,107255.83003829056
7694,2016-04-21,365000.0,1999,46.0,23.9,4.5,Outside United States,fiberglass,cruiser,4.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2016,412088.1890944848
7696,2016-04-21,90000.0,1986,46.0,14.0,6.5,Outside United States,fiberglass,racer,3.0,1,0,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,101610.78635206475
7697,2016-04-21,10500.0,2008,23.5,8.0,2.5,Maryland,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,11854.59174107422
7698,2016-04-21,24500.0,1996,33.0,8.5,2.5,Maryland,composite,daysailer,1.0,1,0,1,1,inboard,1,0,1,0,0,1,0,0,0,1,2016,27660.714062506515
7699,2016-04-20,55000.0,2000,32.25,10.6,2.58,New York,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,0,0,0,0,0,1,0,1,2016,62095.48054848401
7701,2016-04-20,3500.0,2014,11.1,4.4,0.5,Maine,wood,dinghy,0.0,1,0,0,0,motorless,0,0,0,0,0,1,0,0,0,0,2016,3951.530580358073
7702,2016-04-20,5500.0,1989,22.0,7.75,4.0,Connecticut,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,1,0,0,0,0,2016,6209.548054848401
7703,2016-04-20,7950.0,1999,19.0,7.5,1.0,California,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,8975.619461099051
7704,2016-04-19,139900.0,2005,43.0,13.6,6.5,Outside United States,fiberglass,cruiser,4.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2016,157948.32234059842
7707,2012-04-05,16000.0,1978,20.0,8.8,2.6,Outside United States,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2012,18883.420298439854
7708,2012-04-03,4000.0,1982,26.0,8.0,4.0,Michigan,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2012,4720.855074609964
7712,2012-04-02,5000.0,1974,26.0,8.5,3.0,Washington,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,1,0,0,0,1,0,0,1,2012,5901.068843262456
7713,2012-04-02,1400000.0,1986,43.0,12.0,5.0,Outside United States,steel,cruiser,2.0,1,1,0,1,inboard,1,0,1,0,0,0,0,0,0,1,2012,1652299.2761134875
7714,2012-04-01,6000.0,1976,32.0,9.5,5.5,Florida,fiberglass,cruiser,1.0,1,1,0,0,inboard,1,1,1,0,0,0,0,1,0,1,2012,7081.282611914947
7716,2012-03-31,7250.0,1974,27.0,8.5,6.5,Illinois,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,8556.54982273056
7718,2012-03-30,21000.0,1986,22.0,8.0,2.0,Wisconsin,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,1,0,0,1,0,0,0,0,2012,24784.489141702314
7719,2012-03-30,17000.0,2001,26.0,7.9,5.9,New York,fiberglass,motorsailer,1.0,1,0,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2012,20063.634067092346
7720,2012-03-30,120000.0,2007,35.0,11.6,6.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,141625.65223829894
7721,2012-03-30,450000.0,2006,46.0,24.0,4.0,Outside United States,fiberglass,cruiser,3.0,0,1,0,1,inboard,2,1,0,0,0,1,0,0,0,1,2012,531096.195893621
7722,2012-03-30,13500.0,2000,21.0,8.0,2.0,Florida,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,15932.88587680863
7724,2012-03-29,12000.0,1987,27.0,8.0,4.5,Tennessee,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,14162.565223829894
7725,2012-03-29,7500.0,1984,24.6,8.0,4.0,New York,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,8851.603264893683
7726,2012-03-29,4000.0,1985,26.0,8.0,3.5,Connecticut,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,4720.855074609964
7729,2012-03-28,8000.0,1982,25.0,8.0,2.11,Alabama,fiberglass,motorsailer,1.0,1,0,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,9441.710149219927
7730,2012-03-27,80000.0,2004,33.0,9.0,5.0,Outside United States,fiberglass,cruiser,2.0,1,1,0,0,inboard,1,1,0,0,0,1,0,0,0,1,2012,94417.10149219929
7735,2012-03-26,5200.0,1984,25.0,8.0,4.0,Connecticut,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,6137.111596992954
7738,2012-03-26,4500.0,1970,24.6,8.0,3.8,Connecticut,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,5310.96195893621
7742,2012-03-23,49000.0,1979,36.0,10.6,4.5,Florida,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,57830.47466397206
7743,2012-03-22,74500.0,1988,37.0,12.0,6.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,87925.9257646106
7744,2012-03-22,5000.0,1974,22.0,6.0,4.0,Outside United States,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,0,1,0,0,0,2012,5901.068843262456
7751,2012-03-20,18000.0,1985,18.6,6.3,2.7,Maine,fiberglass,daysailer,0.0,1,0,1,0,outboard,1,1,1,0,0,1,0,0,0,0,2012,21243.84783574484
7752,2012-03-20,695000.0,2010,49.0,24.0,3.6,Outside United States,fiberglass,cruiser,4.0,0,1,0,0,inboard,2,1,0,0,0,0,0,0,0,1,2012,820248.5692134814
7753,2012-03-20,140000.0,1982,48.0,12.6,9.2,Outside United States,fiberglass,cruiser,3.0,1,1,0,0,inboard,1,1,0,0,0,1,0,0,0,1,2012,165229.92761134877
7754,2012-03-20,397000.0,1990,55.0,16.0,5.7,Outside United States,fiberglass,cruiser,3.0,1,1,0,0,inboard,1,1,0,0,0,0,0,1,0,1,2012,468544.866155039
7755,2012-03-20,330905.0,1990,48.0,15.0,5.57,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,390538.63711595256
7756,2012-03-20,330905.0,2006,46.0,14.0,7.0,Outside United States,fiberglass,cruiser,3.0,1,1,0,1,inboard,1,1,1,0,0,1,0,0,0,1,2012,390538.63711595256
7757,2012-03-19,475000.0,2009,40.0,24.4,2.9,Outside United States,composite,cruiser,3.0,0,1,0,1,inboard,2,0,0,0,0,1,0,0,0,1,2012,560601.5401099332
7758,2012-03-19,753445.0,1975,65.0,16.3,9.7,Outside United States,fiberglass,cruiser,4.0,1,1,0,0,inboard,1,1,0,0,1,1,0,0,0,1,2012,889226.1629223761
7759,2012-03-17,265000.0,1982,51.6,14.7,8.2,Outside United States,fiberglass,racer,4.0,1,0,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2012,312756.6486929101
7760,2012-03-17,4200.0,1986,22.0,8.0,2.0,Maryland,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,0,0,1,0,0,2012,4956.897828340462
7762,2012-03-16,5200.0,1987,25.0,8.0,4.0,Rhode Island,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,6137.111596992954
7764,2012-03-15,9000.0,2009,16.7,7.8,10.0,Missouri,composite,daysailer,0.0,0,0,1,0,motorless,0,0,0,0,0,1,0,0,0,0,2012,10621.92391787242
7765,2012-03-14,15000.0,1966,30.0,8.9,4.3,Texas,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,17703.206529787367
7766,2012-03-13,12000.0,1922,28.0,7.0,3.5,Michigan,wood,cruiser,1.0,1,1,0,0,inboard,1,0,0,0,1,1,0,0,0,1,2012,14162.565223829894
7767,2012-03-12,12000.0,1998,27.0,10.0,4.5,Virginia,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2012,14162.565223829894
7768,2012-03-12,89000.0,1992,36.0,12.9,4.9,Outside United States,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,105039.02541007171
7772,2012-03-11,4700.0,1976,28.0,5.0,4.0,Outside United States,wood,daysailer,1.0,1,0,1,0,outboard,2,0,0,0,0,0,1,0,0,0,2012,5547.004712666709
7773,2012-03-11,155000.0,2005,39.0,13.0,5.2,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,182933.13414113614
7775,2012-03-11,9500.0,1981,27.0,9.3,3.3,Maine,fiberglass,cruiser,1.0,1,1,0,1,inboard,1,1,1,0,0,0,0,1,0,1,2012,11212.030802198666
7778,2012-03-09,36000.0,1973,36.0,11.5,3.5,Florida,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,42487.69567148968
7780,2012-03-06,10750.0,1983,25.0,9.5,4.4,New York,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,1,0,0,0,0,1,0,0,2012,12687.29801301428
7781,2012-03-06,120000.0,2007,34.0,11.6,6.0,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,0,0,1,0,0,0,1,2012,141625.65223829894
7782,2012-03-06,24000.0,1984,30.0,9.4,5.5,Outside United States,fiberglass,racer,1.0,1,0,0,0,outboard,1,1,1,0,0,0,0,0,0,0,2012,28325.130447659787
7785,2016-07-25,109000.0,1975,42.0,11.0,4.0,Outside United States,wood,motorsailer,2.0,1,0,0,1,inboard,1,0,0,1,0,1,0,0,0,1,2016,123061.95235972285
7786,2016-07-24,4100.0,1979,24.0,8.1,4.0,Virginia,fiberglass,racer,1.0,1,0,0,0,motorless,0,1,0,0,0,0,0,1,0,0,2016,4628.935822705171
7787,2016-07-24,9450.0,1978,25.0,8.0,4.0,Florida,fiberglass,cruiser,2.0,1,1,0,0,outboard,1,1,1,0,0,1,0,0,0,0,2016,10669.132566966799
7790,2016-07-23,150000.0,1965,34.0,12.0,6.0,Mississippi,wood,cruiser,3.0,1,1,0,1,inboard,1,0,0,0,0,0,0,1,0,1,2016,169351.31058677458
7792,2016-07-22,6000.0,1974,30.0,10.0,5.33,California,fiberglass,cruiser,2.0,1,1,0,1,inboard,1,1,0,1,0,0,0,1,0,1,2016,6774.052423470983
7794,2016-07-22,1400.0,1974,17.12,6.67,4.25,Vermont,fiberglass,daysailer,1.0,1,0,1,0,motorless,0,1,0,0,0,0,0,1,0,0,2016,1580.6122321432294
7796,2016-07-22,14250.0,2015,18.0,7.8,4.0,California,fiberglass,daysailer,1.0,1,0,1,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,16088.374505743584
7797,2016-07-22,12000.0,1978,45.0,11.0,6.3,Outside United States,fiberglass,racer,1.0,1,0,0,1,inboard,1,1,0,1,0,0,0,0,1,1,2016,13548.104846941966
7798,2016-07-21,16900.0,2001,26.25,9.0,1.75,Iowa,fiberglass,cruiser,1.0,1,1,0,0,outboard,1,1,0,0,0,1,0,0,0,0,2016,19080.247659443266
